[00:00:00] OpenAI很多这个model release（模型发布）
[00:00:01] 都有我的名字
[00:51:39] 记得我的名字的人越多越好
[00:51:41] 是的
[00:51:42] 直到今天
[00:51:43] 你还是以这个度量标准
[00:51:45] 嗯可以算是
[00:51:48] 那我想再往深了问问
[00:51:49] 为什么这个重要呢
[00:51:51] 我当时不觉得这个很重要
[00:51:54] 但是我尝试了几次
[00:51:55] 发现这确实是我想要的东西
[00:51:58] 就是如果我做的东西
[00:52:01] 能够给他人带来好处的话
[00:52:02] 那么我就是
[00:52:05] 首先我自己认可我做的东西
[00:52:07] 其次他人也认可我做的东西
[00:52:09] 然后我会从他人那边得到一些正反馈
[00:52:13] 这个可以直接和名望名气
[00:52:16] Fame（名气）画等号吗
[00:52:18] 不太行
[00:52:19] 因为有些名望名气可能是不好的
[00:52:24] 就比如说你坐上了什么什么位置
[00:52:27] 那你确实很有名望
[00:52:29] 但是实际上就是这个名望
[00:52:31] 在别人看来
[00:52:34] 可能对别人的收益可能不是那么多
[00:52:37] 就是有可能是负面的
[00:52:39] 我想要的是那种就是
[00:52:42] 当然
[00:52:42] 我觉得这个你不可能对所有人都好
[00:52:46] 这个是个很难做到的事情
[00:52:47] 但是我可以尝试力所能及的
[00:52:52] 对我身边的人好
[00:52:55] 做一些对大家有意义的事
[00:52:57] 所以这个度量标准是
[00:52:59] 做一些对大家有意义的事儿
[00:53:02] 让更多的人记得你
[00:53:03] 对
[00:53:05] 如果我要挑战一下这个观点
[00:53:06] 我会说
[00:53:07] 那你为什么不自己过得开心就好了
[00:53:10] 你为什么需要别人记得你
[00:53:11] 你觉得想让别人记得自己
[00:53:14] 想让很多人用
[00:53:15] 你觉得你造出来有用的东西
[00:53:18] 这个冲动本源是什么
[00:53:21] 是你害怕被忘记吗
[00:53:23] 不是
[00:53:28] 我觉得人生其实也可以算作一种体验
[00:53:32] 就是你既然都已经来到这个世界上了
[00:53:35] 那你为什么不就是
[00:53:41] 就不要浪费了这段旅程
[00:53:43] 对但是为什么不浪费这段旅程
[00:53:45] 得让别人记得你
[00:53:49] 我发现这有一种很有趣的张力啊
[00:53:51] 因为你刚刚第一点说
[00:53:53] 你想挣脱一些外部的评价标准
[00:53:56] 比如说GPA啊
[00:53:57] 比如说高考
[00:53:58] 或者怎么怎么样
[00:53:59] 别人觉得PhD比master好
[00:54:01] 但另外一方面
[00:54:02] 你给自己的这个内生的
[00:54:04] 这个intrinsic（内在）的这个标准
[00:54:06] 又是外界的对你的认同
[00:54:09] 但这个认同并不是官方的认同
[00:54:12] 不是既有评价体系的认同
[00:54:16] 是
[00:54:19] 是共识
[00:54:22] 所以你想要摆脱的是
[00:54:26] 现有体系和成规的那种评价体系
[00:54:30] 但你更想要的
[00:54:31] 是每个人发自内心的给你点赞
[00:54:33] 是的
[00:54:34] 所以这个点赞
[00:54:35] 可以变成你的GitHub的那个star
[00:54:39] 可以变成退学的点击量对
[00:54:42] 可以变成
[00:54:43] 比如说你现在Google scholar的citation（引用量）
[00:54:45] 也可以变成你现在OpenAI的model（模型）
[00:54:48] 每天做多少次inference（推理）
[00:54:50] 对
[00:54:52] 你会担心你的这样的标准
[00:54:54] 会变成新的一种成规吗
[00:54:58] 那可能以前上一辈的人
[00:55:00] 是拿GPA评价年轻人
[00:55:02] 那当你成为再上一辈的时候
[00:55:05] 你就拿impact（影响力）评价下一辈的年轻人
[00:55:08] 我只是对我自己这么要求的
[00:55:10] 我不会对别人这么要求
[00:55:11] 所以你并不觉得
[00:55:12] 你的标准是可以放之四海而皆准的
[00:55:14] 是的
[00:55:15] 所以你不喜欢那种被外部的标准推着走
[00:55:18] 是的
[00:55:20] 那会不会出现
[00:55:21] 你自己的标准推着你走的这种情况呢
[00:55:23] 目前还没有吧
[00:55:24] 就是你如果出现这种情况
[00:55:27] 你可以改
[00:55:28] 你可以改自己的评价标准
[00:55:31] 所以你虽然你有你的标准
[00:55:32] 但是你不是这个标准的奴隶
[00:55:34] 就你有你impact（影响力）的标准
[00:55:37] 你不会为它所困
[00:55:38] 就比如说我
[00:55:40] 我其实在
[00:55:42] 很长一段时间
[00:55:43] 我其实都没有这个开源项目了
[00:55:46] 但是我也不会觉得
[00:55:47] 这个是一个很困扰我的事情
[00:55:50] 我倒觉得不担心
[00:55:51] 我觉得OpenAI model就是最好（的影响力）
[00:55:54] 是某种程度上你可以这么认为
[00:55:56] 对
[00:55:58] 嗯
[00:55:59] 因为评价体系是一个很
[00:56:01] 简单直接的一个操作
[00:56:03] 能够快速的筛选人
[00:56:05] 所以说
[00:56:07] 他这个社会发展方式
[00:56:09] 就会收敛到这种策略上
[00:56:11] 所以说短时间内是无法改变的
[00:56:14] 哪怕你是这个评价体系
[00:56:17] 在绝大多数人看来
[00:56:18] 你都是胜出者和受益者
[00:56:20] 其实你也不喜欢这个评价体系
[00:56:22] 是的其实应该更个性化
[00:56:25] 这是清华
[00:56:26] 然后
[00:56:28] 在一个风雨飘摇的疫情的那段时间
[00:56:32] 你申请到了CMU应该
[00:56:33] 应该本来预计是应该要20年9月入学的
[00:56:37] 当时应该疫情第一学期过去了嘛
[00:56:39] 上网课
[00:56:40] 就直接在家
[00:56:41] 上网课一直在家上
[00:56:43] 上了一年对
[00:56:45] 但当时其实
[00:56:46] 你是不是一入学就得想着找工作的事了
[00:56:51] 对
[00:56:51] 那个过程是什么样的过程
[00:56:53] 那个过程就是
[00:56:54] 我开始的时候吊儿郎当的
[00:56:56] 然后就投了
[00:56:58] 应该是投了18家
[00:56:59] 然后最后只收到这个Google
[00:57:01] 跟这个OctoML
[00:57:03] 就是陈天奇老师的公司
[00:57:05] 然后当时想着
[00:57:07] 如果我手上只有这两个offer
[00:57:09] 那我肯定去OctoML
[00:57:10] 我不想去Google
[00:57:11] 因为去Google没什么意思
[00:57:13] 这个意思是怎么评判呢
[00:57:16] 就是你在大厂当螺丝钉
[00:57:19] 然后做一些自己不是那么喜欢的事
[00:57:22] 就比如说前后端
[00:57:23] 然后后面就稍微想明白一点
[00:57:27] 然后后面就再去面试
[00:57:29] 然后拿了当时的幻方
[00:57:32] 幻方当时说要搞一个
[00:57:35] AI Lab（AI实验室）就是后面的DeepSeek
[00:57:38] 对我当时是拿了offer
[00:57:40] 对然后
[00:57:41] 但是我没有去
[00:57:43] 没有去然后你去了OpenAI
[00:57:44] 所以其实现在看起来
[00:57:46] 如果开天眼的话
[00:57:47] 你当时面临的选择是
[00:57:48] DeepSeek versus OpenAI
[00:57:50] 是的
[00:57:52] 所以当时哪怕是幻方那个（offer）
[00:57:55] 也不是去搞量化
[00:57:56] 而是搞AI
[00:57:57] 幻方那个就是搞RL infra
[00:58:00] 对如果我没有其他offer的话
[00:58:03] 那我会选择幻方
[00:58:04] 其他offer是指Octo之外的其他
[00:58:07] 不是
[00:58:07] 是比如说OpenAI跟
[00:58:10] 当时应该还有英伟达
[00:58:12] 英伟达
[00:58:12] 英伟达也是搞RL system
[00:58:14] 然后FAIR其实也是
[00:58:17] 但是FAIR最后由于一些流程原因
[00:58:21] 把我拒了
[00:58:22] OK所以你当时面临的选择应该是幻方
[00:58:24] OpenAI英伟达TikTok
[00:58:29] 对
[00:58:30] FAIR可能有（offer）
[00:58:32] 然后在这样的选择下面
[00:58:34] 你最后选择了OpenAI
[00:58:35] 对这个选择是怎么做的
[00:58:37] 我觉得就是
[00:58:39] 因为我要强调的是
[00:58:40] 这个是before ChatGPT（在ChatGPT之前）
[00:58:42] 对对
[00:58:43] 所以你当时其实你是不知道
[00:58:44] ChatGPT is coming的
[00:58:46] 对对对
[00:58:46] 所以这个选择是怎么做的
[00:58:48] 首先我觉得这个
[00:58:51] OpenAI之前一直在做强化学习
[00:58:54] OpenAI跟DeepMind是
[00:58:56] 就是当时RL里面
[00:58:58] 搞的最好的两个research lab（研究实验室）
[00:59:02] 然后我觉得如果我能进
[00:59:04] 那是就是也
[00:59:09] 其实当时没有想到这事
[00:59:10] 我没有想到这个
[00:59:11] 我能进这事
[00:59:12] 然后
[00:59:14] 我能进我觉得就已经非常好了
[00:59:17] 然后
[00:59:20] 然后我觉得
[00:59:21] 就是我能够有一个机会来体验
[00:59:25] 就是世界上最前沿的一些research
[00:59:28] 他是到底是怎么做的
[00:59:29] 而不是像这个
[00:59:30] 就是小作坊一样
[00:59:33] 就比如说在学校里面
[00:59:34] 然后就几个PhD手搓一个东西
[00:59:37] 然后没有一些方法论
[00:59:40] 然后去做一个项目
[00:59:42] 就我感觉非常别扭
[00:59:44] 然后我想去学习
[00:59:45] 他到底是怎么样有个方法论
[00:59:47] 去进行一些工业界的研究的
[00:59:50] 那你当时去OpenAI的话
[00:59:52] 应该是直接是John Schulman的组
[00:59:56] 是的就是John Schulman招的我
[00:59:58] 是他面试的你
[00:59:59] 对就我非常感激他
[01:00:01] 就是
[01:00:01] 我非常感激他能给我这样一个机会
[01:00:05] 哪怕他离职了
[01:00:05] 就他离职的那一天
[01:00:07] 我还难过了一个下午
[01:00:08] 然后把电脑关了然后什么都不干
[01:00:11] 所以他当时其实是很欣赏你的
[01:00:15] 对
[01:00:18] 为什么你有问过他吗
[01:00:20] 有就是因为他觉得就是首先
[01:00:24] 他觉得我Github非常漂亮啊
[01:00:27] 他其实也认可我这个评价体系
[01:00:31] 对然后
[01:00:33] 因为他
[01:00:35] 这个应该是他的评价体系的一个指标
[01:00:38] 然后之前也没有人意识到
[01:00:40] 然后
[01:00:41] 并且就是招这么一个有良好的
[01:00:47] 工程能力的一个这么一个人进来的话
[01:00:50] 对于任何的项目都是有益的
[01:00:52] 所以你们面试有什么有趣的故事吗
[01:00:54] 你有怎么impress他（给他留下深刻印象）吗
[01:00:55] 就是可能最后一轮面试
[01:00:58] 就是他出一道题
[01:01:00] 然后出了一道非常end-to-end的一个题
[01:01:03] 然后很开放性
[01:01:04] 然后他给我三个小时
[01:01:07] 然后我花了两个小时就做完了
[01:01:10] 就从头开始写一个东西
[01:01:12] 然后我就做完了
[01:01:14] 然后我就跟他说就展示了一下
[01:01:16] 然后说这个就
[01:01:19] 虽然展示的过程中出现了个bug
[01:01:21] 然后但是我现场修了一下
[01:01:22] 然后也没什么问题
[01:01:24] 然后反正就是
[01:01:27] 可能他认为我既有一些工程能力
[01:01:30] 然后同时确实
[01:01:33] 实力还可以
[01:01:35] 然后就把我招了
[01:01:39] 然后
[01:01:39] 然后他的这个面试题只给两个人测过
[01:01:43] 一个是我
[01:01:43] 还有一个是应该
[01:01:45] 应该还有一个是 Andrey（Mishchenko）
[01:01:46] 就是现在做Codex那个人
[01:01:48] 嗯对
[01:01:49] 你们俩都通过了
[01:01:50] 对都通过了
[01:01:51] 所以通过率是100%啊
[01:01:53] 是的
[01:01:53] 哈哈哈哈
[01:01:57] 好
[01:01:58] 我们马上聊OpenAI
[01:02:00] 但是在OpenAI之前
[01:02:02] 我其实特好奇
[01:02:03] 你当时找工作的时候考虑过读PhD吗
[01:02:06] 没有
[01:02:07] 为什么
[01:02:07] 因为你接触的一些工业界的人会发现
[01:02:11] 就是读PhD
[01:02:12] 就是如果你想进工业界
[01:02:15] 那么读PhD就是浪费生命
[01:02:17] 你完全可以以master为跳板
[01:02:19] 然后来凑够PhD进工业界的标准
[01:02:22] 比如你可以在master
[01:02:24] 或者说
[01:02:24] 你可以在本科的时候攒够citation（引用）
[01:02:28] 然后做出一些
[01:02:29] 能够让你与众不同的一些项目
[01:02:34] 然后让你可以跟同时期的PhD candidate（候选人）同台竞技
[01:02:41] 然后再看看有什么你可以做的
[01:02:45] 能够让对方挑选master的你
[01:02:49] 而不是另外一个PhD
[01:02:53] 我觉得是
[01:02:54] 想清楚差异化
[01:02:55] 这个是很关键的
[01:02:56] 所以你很早就想清楚
[01:02:57] 我未来一定是工业界
[01:02:59] 对
[01:02:59] 因为我觉得学术界教书或者当教授
[01:03:06] 太卷了然后不是我想要的东西
[01:03:09] 然后我还要去为了一个项目去拉funding（资金）
[01:03:13] 啊然后
[01:03:16] 嗯那还不如
[01:03:17] 就是感觉限制很多
[01:03:19] 那比如说
[01:03:20] 我们是
[01:03:22] 我们是个公司
[01:03:22] 我们要招
[01:03:23] 然后有同样的master
[01:03:24] 有PhD
[01:03:26] 你会不会觉得这两种
[01:03:28] 他其实培养的能力都不太一样啊
[01:03:30] 因为PhD更多
[01:03:31] 要培养你的学术的能力
[01:03:32] 对吧
[01:03:33] 你要怎么写好一个paper
[01:03:34] 把故事讲圆
[01:03:35] 然后画图画得漂亮
[01:03:37] 然后把这个宣发做好
[01:03:39] 你觉得这事重要吗
[01:03:40] 对于一个公司来说
[01:03:42] 他可能某种程度上有锻炼
[01:03:44] 但是那如果和像你这样
[01:03:46] 比较极致的工程能力相比
[01:03:48] 你觉得这两种能力
[01:03:50] 在现在这个AI的时代
[01:03:52] 会怎么评判这两种能力谁更有价值
[01:03:54] 现在的时代
[01:03:55] 当然是工程能力越好就更有价值
[01:03:58] 但是放在当时那个时间点的话
[01:04:02] 那还真不好说
[01:04:04] 就是所以我当时的做法是
[01:04:06] 我两个都尽量去满足
[01:04:08] 你既反正也发过paper
[01:04:10] 然后开源的infra work你也做的很popular（受欢迎）
[01:04:14] 工程能力也够强
[01:04:16] 那为什么现在你觉得已经很明显了
[01:04:19] 工程能力是第一位了
[01:04:20] 我来引用一句我同事说的话
[01:04:24] 就是
[01:04:26] 我同事之前也是RL的一个PhD
[01:04:29] 然后搞了一个很出名的RL的framework（框架）
[01:04:33] 然后他说的一句话就是
[01:04:36] 教一个researcher（研究者）如何做好engineering（工程）
[01:04:43] 要远比教一个engineer（工程师）如何做好research（研究）
[01:04:46] 来得难
[01:04:49] 是因为是这样的
[01:04:50] 就是目前的一些
[01:04:52] 这个就是research lab（研究实验室）的一些
[01:04:56] 这个探索
[01:04:57] 前沿探索
[01:04:58] 它其实拼的都是infra（基础设施）的正确性
[01:05:01] 如果你infra正确
[01:05:02] 那么就是看你单位时间内
[01:05:05] 你能迭代多少次
[01:05:07] 因为你反正idea（想法）你大家
[01:05:09] 大不了找人讨论一下
[01:05:10] 然后idea就出来了
[01:05:11] 然后你就验证
[01:05:13] 你只要能验证好
[01:05:14] 然后你就相当于这是你的research work（研究工作）
[01:05:17] 然后你其实不（需）要动那么多脑子
[01:05:19] 就是动脑子的人
[01:05:21] 可能是因为
[01:05:22] 已经在这个领域浸染了很久的人
[01:05:23] 就比如说Alec
[01:05:25] 然后他在
[01:05:27] 这个领域
[01:05:28] 从一开始GPT-1的时候就开始弄了
[01:05:31] 然后他可能有很强的
[01:05:33] 这个research（研究）的直觉
[01:05:35] 那他动脑子
[01:05:37] 比普通的PhD动脑子更有用
[01:05:40] 然后你就找他讨论就好了
[01:05:41] 就是idea（想法）非常便宜
[01:05:43] 然后你要做的就是
[01:05:46] 你在单位时间内
[01:05:48] 能够验证多少有效的idea
[01:05:54] 并且要是正确的infra
[01:05:55] 正确的结果
[01:05:57] 快速的迭代
[01:05:58] 是的
[01:05:59] 而现在的PhD不具备这个能力或者说
[01:06:03] 没有以这个为重点
[01:06:05] 因为这个对他来
[01:06:07] 这个对他们而言不重要
[01:06:09] 因为我认为目前的学术培养体系在于
[01:06:15] 如何有好的一个学术的方向
[01:06:20] 但是这个方向
[01:06:20] 其实公司里面也有人会有
[01:06:23] 因为你只要在这个领域工作
[01:06:27] 比较长的一段时间
[01:06:28] 你就会有一些研究直觉
[01:06:31] 然后你就会意识到什么是好的
[01:06:32] 什么是不好的
[01:06:33] 什么是该做的
[01:06:34] 什么是不该做的
[01:06:35] 所以idea is cheap（想法不值钱）
[01:06:38] 而有一个很强的engineering skill（工程能力）
[01:06:41] 把那个infra搭对
[01:06:42] 快速的迭代
[01:06:44] 这个事儿你有了之后
[01:06:45] 你验证idea可能agent都能搞
[01:06:48] 是的
[01:06:49] 嗯
[01:06:50] 因为我的认知范围内是
[01:06:55] 每一家的infra都有不同程度的bug
[01:06:57] 然后谁修bug
[01:06:58] 谁修的bug越多
[01:07:00] 那谁的模型训的就越好
[01:07:03] 所以Llama train（训练）不过GPT
[01:07:05] 是因为Llama的bug太多
[01:07:07] maybe我不知道
[01:07:09] 但是我可能会这么猜测
[01:07:11] 所以你很清楚的
[01:07:12] 在很早的时候
[01:07:13] 你就意识到了
[01:07:15] 整个这个pipeline（管线）要work
[01:07:16] 关键不是你的那些算法的创新
[01:07:19] 而是正确的超参
[01:07:20] 正确的infra
[01:07:22] 好的system（系统）让你快速的迭代
[01:07:23] 是的然后
[01:07:25] 并且我不是很愿意去做这个research（研究）
[01:07:30] 调参这个事儿
[01:07:32] 这个对我来说没有任何吸引力
[01:07:36] 就是我更喜欢卖铲子
[01:07:38] 你喜欢有一个playground
[01:07:40] 你把根基打好
[01:07:41] 让别人去玩
[01:07:42] 别人去发论文
[01:07:43] 你不管
[01:07:44] 然后别人发论文的时候可能可以带上我
[01:07:48] 然后你就发现
[01:07:50] 就是
[01:07:50] OpenAI很多这个model release（模型发布）都有我的名字
[01:07:53] 这个就是因为我在OpenAI的内部
[01:07:55] 搭了整个post training（后训练）的RL infra
[01:07:58] 所以整个post training的RL infra
[01:08:00] 你是最核心的贡献者了
[01:08:01] 是的
[01:08:02] 然后大家
[01:08:04] 因为大家在之前
[01:08:05] 都是用这个整个post training（后训练）RL infra
[01:08:08] 来去训这个RLHF的模型
[01:08:11] 所以每发一个大的release（发布）
[01:08:14] 每发一个大的这个模型的话
[01:08:16] 这个我的名字就得放上去
[01:08:18] 所以你可以算是
[01:08:19] 每一个OpenAI背后的model（模型）都有你
[01:08:21] 因为你喜欢卖铲子
[01:08:23] 对然后
[01:08:24] 并且我是卖铲子
[01:08:26] 这个最面向客户的那一位
[01:08:28] 因为这个RL是这个整个infra的最顶端
[01:08:32] 生态位很高
[01:08:32] 对所以说这个如果太底层的话
[01:08:34] 你也这个
[01:08:36] 这个名字可能也不太好
[01:08:37] 你如果写个data loader（数据加载）或者storage（存储）
[01:08:40] 可能没有那么那个
[01:08:41] 但你RL（是）每个人都想要的一个东西
[01:08:43] 是的是的是的
[01:08:44] 好聪明啊
[01:08:45] 我之前也想过
[01:08:47] 就是我的这个职业生涯应该怎么发展
[01:08:50] 然后我当时定了
[01:08:53] 又定了一个指标
[01:08:55] 我要最大化我在OpenAI blog上
[01:09:00] 出现名字的次数
[01:09:04] 你真的很会给自己写reward（奖励）啊
[01:09:06] 对然后
[01:09:07] 然后这个reward
[01:09:08] 那你需要做什么呢
[01:09:09] 那你肯定是先infra（基础设施）
[01:09:10] 因为你如果做这个单个的research（研究）
[01:09:14] 这个不能scale up（规模化）
[01:09:17] 然后如果你做infra（基础设施）的话
[01:09:18] 大家都用你
[01:09:19] 所以说你可以scale up（规模化）
[01:09:20] 嗯对
[01:09:21] 然后并且我又擅长写RL infra
[01:09:24] 那所以说
[01:09:24] 这个是个非常非常适合的机会
[01:09:27] 这事基本上你进了清华之后
[01:09:29] 这事就是你的主线RL infra
[01:09:31] 对
[01:09:32] 在今天你还会鼓励
[01:09:35] 因为你已经过了这个选择
[01:09:37] 但我们这个播客的很多观众
[01:09:40] 可能还在本科
[01:09:41] 可能在硕士
[01:09:42] 他们还在犹豫
[01:09:43] 工业界versus（对比）学术界的这个选择
[01:09:46] 你会怎么帮他们去思考这个过程
[01:09:48] 特别是在2025年
[01:09:50] 在这样的格局下面
[01:09:52] 长远来看
[01:09:53] 我还是觉得学术界没有
[01:09:57] 就是现代学术界应该要被重构
[01:10:00] 但现在
[01:10:01] 对自己的未来有抱负的那波年轻人
[01:10:04] 他们希望像你这样做出impact（影响力）
[01:10:08] 那他到底是去读个PhD
[01:10:10] 还是尽早进入工业界
[01:10:12] 我觉得还是尽早进入工业界比较好
[01:10:14] 因为读PhD的话
[01:10:16] 你不知道你PhD毕业之后
[01:10:18] 会发生什么事情
[01:10:19] 有可能毕业之后
[01:10:21] 这个范式已经来了
[01:10:23] 然后你会发现
[01:10:24] 这个你做的东西可能就没什么用了
[01:10:28] 如果你的目标函数就是进这个
[01:10:33] 这个AI lab的话
[01:10:34] 那么你要先弄清楚一点是
[01:10:38] AI lab到底需要什么样的人
[01:10:42] 如果他们更需要infra的人
[01:10:44] 那么你就多做一些infra的活
[01:10:46] 哪怕你没有PhD degree也没有关系
[01:10:50] 因为更重要的是看你的这个经验
[01:10:53] 能不能match（匹配）
[01:10:54] 有没有用
[01:10:56] 所以现在你觉得AI lab最需要什么样的人
[01:10:58] 我觉得还是infra
[01:11:00] 对
[01:11:01] infra是一个无底洞
[01:11:02] 就是
[01:11:05] research（研究）的话
[01:11:06] 就是有research（研究）直觉的就那些人
[01:11:10] 因为你从ChatGPT出来之后
[01:11:13] 然后在这个行业里面干了
[01:11:18] 比如三年以上的人就屈指可数
[01:11:22] 然后
[01:11:23] 当前的问题还是在于infra
[01:11:28] 你能不能scale up（规模化）
[01:11:29] 你scale up（规模化）有多少
[01:11:30] 就是单位时间内
[01:11:31] 你能迭代多少次
[01:11:33] 然后这取决于
[01:11:35] 就直接决定了你的这个这个生产效率
[01:11:39] 那听起来
[01:11:41] 不是对PhD特别友好的一个环境
[01:11:44] 是的
[01:11:45] 可能这个也牵扯到一个gap
[01:11:47] 我觉得这个你有
[01:11:48] 我们俩都有很深的体会
[01:11:50] 就是因为RL（强化学习）的研究
[01:11:52] 学术界就是对着Atari
[01:11:55] MoJoCo这几个task（任务）overfit（过拟合）
[01:11:57] 调过来调过去
[01:11:58] 就是比你我在100K的时候谁分数高
[01:12:01] 对
[01:12:02] 但是工业界完全不care（在乎）这个
[01:12:04] 工业界做的事
[01:12:05] 是用RL去解决真实的问题
[01:12:06] 是啊
[01:12:08] 然后我意识到这一点
[01:12:09] 然后
[01:12:10] 当我在22年的8月意识到这一点的时候
[01:12:15] 我就已经逐步的停止了天授的开发了
[01:12:18] 因为天授还是
[01:12:20] 针对这些Toy Benchmark（玩具基准测试）
[01:12:23] 然后
[01:12:24] 我觉得我应该投入更多的时间
[01:12:27] 到更有意义的事情里面
[01:12:28] 比如说在OpenAI内部
[01:12:30] 搞好RL infra
[01:12:32] 所以我就主要的精力都是在
[01:12:35] 就是维护啊
[01:12:37] 或者开发这个RL infra
[01:12:40] 其实啊你这个认知
[01:12:42] 其实在22年是算是很超前的
[01:12:44] 绝对不是共识
[01:12:45] 对
[01:12:46] 你为什么当时没有打破信息差
[01:12:48] 写一篇blog来劝我别搞了
[01:12:51] 我害怕我把这个东西说出来
[01:12:54] 这个OpenAI会说我这个泄密之类的东西
[01:12:57] 万一呢
[01:12:59] 就虽然说也没有那么泄密
[01:13:01] 但是
[01:13:03] 嗯对吧
[01:13:05] 哈哈哈好
[01:13:08] 我们聊OpenAI
[01:13:12] 我特别好奇啊
[01:13:13] 就是刚刚咱们已经提了很多了
[01:13:15] 但是你在OpenAI
[01:13:16] 你是世界上极少数从ChatGPT-3.5 GPT-4 GPT-4V
[01:13:23] GPT-4o GPT-4.5到GPT-5
[01:13:25] 背后所有的核心贡献者都有你
[01:13:28] 可能有的人贡献了前半部分
[01:13:29] 有的人贡献了后半部分
[01:13:30] 但是你是从头到尾一直都在
[01:13:35] 你最主要的贡献
[01:13:36] 我会说是三个词
[01:13:38] 强化学习，Post training（后训练）和infra（基础设施）
[01:13:41] 对
[01:13:42] 这些技术和背后的故事
[01:13:44] 我们等会儿细聊
[01:13:45] 但是我想先问第一个问题
[01:13:48] 可能会很好回答
[01:13:49] 也很不好回答
[01:13:50] 什么是强化学习
[01:13:52] 如果有反馈
[01:13:54] 如果你可以把一个环境建模
[01:13:58] 然后去环境中得到反馈
[01:14:01] 那这个循环就是强化学习
[01:14:04] 通过那个反馈
[01:14:05] 让他越学越好
[01:14:06] 是的
[01:14:08] 那么第二个关键词是post-training（后训练）
[01:14:10] 什么是一个大语言模型的post-training
[01:14:13] 当时还没有post-training呢
[01:14:15] 当时这个
[01:14:18] 当时这个team（团队）叫RL
[01:14:19] 然后当时根本没有什么pre-train（预训练）
[01:14:22] post-train（后训练）的这个区分啊
[01:14:23] 所以你刚进OpenAI的时候
[01:14:25] 还没有这个事儿
[01:14:26] 对
[01:14:27] 但是你刚进OpenAI的时候
[01:14:28] ChatGPT已经是主线了吗
[01:14:30] 不是当时刚进OpenAI的时候就是
[01:14:34] 就只有那个John Schulman下面的RL team
[01:14:38] 然后再去做一个这个WebGPT
[01:14:41] 之后的一个版本
[01:14:42] WebGPT是一个用
[01:14:45] 一个（GPT）3.5的模型去做
[01:14:48] 应该是做这个browsing（网页浏览）
[01:14:50] 但是当时这个browsing（网页浏览）
[01:14:52] 如果直接用3.5做的话
[01:14:53] 那效果可想而知就很不好
[01:14:55] 因为这个browsing（网页浏览）需要tool call（工具调用）
[01:14:59] 然后所以说我们当时就退而求其次
[01:15:03] 先把这个用户交互的这个体验先做好
[01:15:06] 那唯一的要解决就是chat（聊天）
[01:15:09] Chat就可以通过这个instruction following（指令跟随）
[01:15:11] 这个方式去解决
[01:15:13] 用RLHF的方式
[01:15:17] 所以你当时进去的时候
[01:15:18] 3.5这个模型已经内部都有了
[01:15:20] 对
[01:15:21] 然后有
[01:15:22] 但是当时的PPO的那个pipeline
[01:15:26] 非常不好用
[01:15:28] 然后
[01:15:29] 当时其实我们用的最广的是（GPT）3.5的SFT
[01:15:34] 然后在那边迭代了好几次
[01:15:37] 然后后面才有（GPT）4
[01:15:40] 然后后面这个（GPT）4
[01:15:45] Greg写了一个专门的这个infra
[01:15:48] 来去支持如何用这个4
[01:15:51] GPT-4的这个训练的infra
[01:15:53] 去支持强化学习的训练
[01:15:57] 所以你入职的时候是22年7月
[01:16:00] 对
[01:16:00] 那个时候3.5已经是整个OpenAI all in了吗
[01:16:03] 因为距离release（发布）还有几个月对吧
[01:16:05] 对
[01:16:06] 你们内部当时能想象ChatGPT
[01:16:08] 有这么大规模的成功吗
[01:16:10] 没有
[01:16:11] 你当时能够
[01:16:11] 当然你可以内测那个model（模型）对吧
[01:16:13] 对
[01:16:14] 你有意识到
[01:16:14] 这个是要game-changing（颠覆性）的东西吗
[01:16:17] 没有
[01:16:17] 你也没有当时感觉到
[01:16:19] 因为我觉得就是
[01:16:20] 我可以看
[01:16:22] 看得出来很多不足的东西
[01:16:24] 就是
[01:16:26] 我第一次用可能会觉得说哦OK
[01:16:29] 这个是个会说话的模型
[01:16:31] 那也就这样吧
[01:16:33] 然后用了几次
[01:16:34] 发现这个
[01:16:35] 可能能够帮我解决一点代码上的问题
[01:16:38] 那也就这样吧
[01:16:39] 但也不能帮我解决那么多
[01:16:41] 然后我用了几次
[01:16:41] 也没有那么想用
[01:16:43] 因为他能帮我解决的问题有限
[01:16:47] 因为你已经提前知道了这个东西
[01:16:49] 然后就是
[01:16:51] 你有一个循序渐进的这个过程
[01:16:53] 然后你也不觉得他那么突然
[01:16:55] 但是
[01:16:57] 比如说我
[01:16:58] 后面展示给
[01:17:00] 就是发布之后
[01:17:01] 展示给身边的人看之后
[01:17:02] 然后他们就觉得很突然
[01:17:04] 然后这个
[01:17:04] 这是我没想到的
[01:17:06] 嗯对
[01:17:07] 那当时OpenAI以及整个公司
[01:17:09] 在22年7月all in ChatGPT了吗
[01:17:11] 没有
[01:17:12] 就只有我们组在做
[01:17:14] 就是你可以看这个
[01:17:15] 就是ChatGPT的这个
[01:17:17] 那个blog它往下拉
[01:17:19] 然后它有一个contributor（贡献者）
[01:17:21] 然后John Schulman应该是排第一位
[01:17:23] 然后后面的12个人一直到Zhao Shengjia
[01:17:26] 为止
[01:17:28] 这个Zhao Shengjia之前
[01:17:29] 然后John Schulman下一个是Barret
[01:17:32] 然后Barret到Zhao Shengjia的名字
[01:17:35] 就是我们组的所有人
[01:17:36] 那是什么时候
[01:17:38] 你意识到我在OpenAI的工作
[01:17:41] 真的引爆了这个东西
[01:17:43] 可能就是发ChatGPT
